MSSubClass,LotFrontage,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrArea,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,FireplaceQu,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold
180,21,1936,14,4,6,1970,1970,6,6,0,3,4,131,0,630,630,0,630,1,3,0,0,0,0,0,12,2007
60,65,8125,5,7,6,2007,2007,6,6,0,0,2,0,813,813,822,843,1665,3,7,0,2007,562,0,0,5,2008
70,60,9084,15,4,5,1940,1950,1,1,0,2,2,0,755,755,755,755,1510,4,7,2,1940,296,120,0,10,2009
60,70,8750,0,7,5,1996,1996,0,0,0,0,2,0,880,880,909,807,1716,2,7,1,1996,512,0,120,7,2009
50,60,10320,13,6,7,1906,1995,1,1,0,0,2,0,756,756,756,713,1469,3,7,0,1906,216,57,0,6,2008
20,91,10437,3,8,6,1995,1995,1,1,660,1,0,1696,413,2109,2113,0,2113,2,7,1,1995,839,236,46,8,2008
160,21,1680,22,6,5,1971,1971,3,11,381,0,2,0,525,525,525,567,1092,3,6,0,1971,264,0,0,3,2010
20,72,10007,11,5,7,1959,2006,3,3,54,0,1,806,247,1053,1053,0,1053,3,5,0,1959,312,0,0,8,2008
70,60,7200,2,7,6,1931,2000,9,2,0,0,2,0,776,776,851,651,1502,3,6,2,1931,270,0,0,2,2008
50,78,17503,11,6,5,1948,1950,0,0,0,0,2,0,912,912,912,546,1458,3,6,2,1948,330,192,0,1,2010
20,75,9937,15,5,7,1964,1999,1,1,0,0,4,637,849,1486,1486,0,1486,3,7,0,1968,480,0,0,3,2009
60,0,12384,6,7,7,1976,1976,7,4,233,0,2,0,793,793,1142,793,1935,3,7,1,1976,550,0,113,11,2007
60,52,46589,3,8,7,1994,2005,0,0,528,0,0,1361,88,1629,1686,762,2448,4,8,1,1994,711,517,76,7,2009
20,120,13560,11,6,3,1968,1968,2,5,216,0,2,0,1392,1392,1392,0,1392,2,5,1,1968,576,0,0,7,2009
85,90,10012,15,4,5,1972,1972,7,4,0,3,4,920,38,1138,1181,0,1181,3,6,0,1974,588,0,0,4,2008
20,49,20896,5,8,5,2005,2006,0,0,0,2,0,1721,356,2077,2097,0,2097,1,8,4,2005,1134,192,267,1,2006
60,106,11194,17,8,5,2000,2000,0,0,40,0,2,0,1406,1406,1454,482,1936,3,7,1,2000,504,188,124,11,2006
60,0,18450,11,6,5,1965,1979,7,4,113,0,6,187,111,1021,1465,915,2380,3,7,5,1965,596,0,265,8,2007
20,65,8125,12,6,5,1994,1998,3,3,258,0,0,1138,270,1408,1679,0,1679,3,7,3,1994,575,224,42,10,2008
20,0,14175,9,5,6,1956,1987,6,5,0,0,3,988,200,1188,1437,0,1437,3,6,1,1999,576,304,0,11,2006
30,80,11600,2,4,5,1922,1950,1,1,0,0,2,0,700,700,1180,0,1180,2,5,2,1922,252,0,0,7,2006
60,64,8633,0,6,5,2005,2005,0,0,0,0,0,193,545,738,738,738,1476,3,7,0,2005,540,100,35,2,2009
70,54,6629,15,6,6,1925,1950,2,5,0,0,4,551,121,672,697,672,1369,3,6,0,1930,300,147,0,7,2009
20,0,11250,1,6,6,1977,1977,7,4,0,0,1,767,441,1208,1208,0,1208,3,6,1,1977,546,198,42,6,2006
20,110,14442,2,6,7,1957,2004,6,6,106,0,0,1186,291,1477,1839,0,1839,3,7,1,1957,416,0,87,6,2007
20,80,9200,11,6,6,1965,1965,3,3,0,0,3,892,244,1136,1136,0,1136,3,5,2,1965,384,426,0,7,2008
160,24,2289,20,6,6,1978,1978,7,10,0,0,1,311,544,855,855,586,1441,3,7,1,1978,440,28,0,4,2009
70,60,9600,7,4,2,1900,1950,8,8,0,0,2,0,1095,1095,1095,679,1774,4,8,0,1920,779,0,0,5,2006
30,52,9022,7,5,8,1924,2006,0,0,0,0,2,0,768,768,792,0,792,2,5,0,1924,240,316,0,5,2009
20,80,11844,18,8,5,2008,2008,0,0,464,2,2,0,2046,2046,2046,0,2046,3,7,2,2008,834,322,82,7,2009
20,0,9945,9,5,5,1961,1961,2,5,57,0,3,827,161,988,988,0,988,3,5,0,1963,572,0,0,10,2007
120,50,8012,12,6,5,1980,1980,7,4,0,0,4,543,261,923,923,0,923,2,5,1,1980,264,80,0,5,2010
50,55,4500,23,5,5,1932,2000,0,8,0,0,3,182,611,793,848,672,1520,3,6,0,1968,281,0,0,7,2009
120,0,2887,19,6,5,1996,1997,2,5,0,2,0,1003,288,1291,1291,0,1291,2,6,2,1996,431,307,0,11,2008
20,90,11248,0,9,5,2002,2002,0,0,215,3,0,1059,567,1626,1668,0,1668,3,7,1,2002,702,257,45,7,2007
60,58,16770,3,7,5,1998,1998,0,0,30,0,2,0,1195,1195,1195,644,1839,4,7,0,1998,486,0,81,6,2010
160,0,5062,18,7,5,1984,1984,3,3,0,2,0,828,180,1190,1190,900,2090,3,6,1,1984,577,219,0,9,2007
60,84,10207,5,7,6,2007,2007,0,0,0,0,2,0,874,874,874,887,1761,3,7,0,2007,578,144,105,8,2007
160,0,5105,5,7,5,2004,2004,1,1,0,0,0,239,312,551,551,551,1102,2,4,0,2004,480,0,60,3,2007
20,60,8089,18,8,6,2007,2007,1,1,0,3,0,945,474,1419,1419,0,1419,2,7,2,2007,567,140,0,10,2007
120,61,7577,10,6,5,2005,2006,0,0,256,3,1,20,1342,1362,1362,0,1362,2,6,2,2005,460,192,28,6,2007
120,0,4426,0,6,5,2004,2004,0,0,147,1,0,697,151,848,848,0,848,1,3,1,2004,420,149,0,5,2008
60,104,21535,3,10,6,1994,1995,3,3,1170,1,0,1455,989,2444,2444,1872,4316,4,10,4,1994,832,382,50,1,2007
60,42,26178,16,7,5,1989,1990,1,1,293,1,0,965,245,1210,1238,1281,2519,4,9,2,1989,628,320,27,4,2006
30,60,5400,7,5,6,1921,1968,1,1,0,0,2,0,1073,1073,1073,0,1073,2,4,0,1968,326,0,0,12,2006
50,51,6120,8,5,6,1936,1950,2,5,0,0,2,0,927,927,1067,472,1539,3,5,0,1995,576,112,0,4,2009
20,54,13811,16,6,6,1987,1987,3,3,72,0,0,980,92,1112,1137,0,1137,2,5,1,1987,551,125,0,7,2006
30,50,6000,8,5,7,1921,1950,2,2,0,0,6,616,0,616,616,0,616,2,4,0,1921,205,0,0,6,2006
20,57,6420,15,5,7,1952,1952,2,5,0,2,6,210,219,980,1148,0,1148,2,6,0,1952,308,0,0,9,2006
20,65,8450,9,5,8,1965,2009,1,1,0,0,0,553,224,894,894,0,894,3,5,2,1973,336,416,144,4,2010
120,59,4282,5,7,5,2004,2004,1,1,0,2,0,16,1375,1391,1391,0,1391,2,5,0,2004,530,156,158,7,2008
20,85,14331,16,8,5,2002,2002,0,0,630,1,0,1274,526,1800,1800,0,1800,3,7,2,2002,765,270,78,5,2006
20,80,9600,6,7,5,1969,1969,3,3,168,0,2,0,1164,1164,1164,0,1164,3,6,0,1969,528,0,0,7,2006
60,82,12438,18,8,5,2006,2006,0,0,466,0,2,0,1234,1234,1264,1312,2576,4,10,2,2006,666,324,100,7,2006
190,76,7630,7,5,9,1900,1996,2,5,0,0,2,0,360,360,1032,780,1812,4,8,5,1999,672,344,0,5,2010
20,70,8400,0,7,5,2004,2005,0,0,109,3,0,712,761,1473,1484,0,1484,3,7,0,2004,606,0,35,5,2010
190,70,5600,13,4,5,1930,1950,0,2,0,4,5,0,0,0,372,720,1092,3,7,0,0,0,0,0,7,2010
20,0,115149,19,7,5,1971,2002,7,4,351,1,0,1219,424,1643,1824,0,1824,2,5,1,1971,739,380,48,6,2007
120,48,6240,10,8,5,2006,2006,1,1,176,0,0,863,461,1324,1324,0,1324,2,6,2,2006,550,192,38,12,2009
60,65,9018,17,7,5,2007,2007,0,0,0,3,2,0,728,728,728,728,1456,3,8,2,2007,400,100,24,7,2007
20,0,7162,9,5,7,1966,1966,3,3,41,0,2,0,876,876,904,0,904,3,6,0,1966,408,0,0,12,2008
30,56,4130,8,3,6,1935,2003,0,0,0,0,2,0,270,270,729,0,729,2,5,0,0,0,0,0,7,2008
50,66,8712,13,4,7,1900,1950,1,1,0,2,2,0,859,859,859,319,1178,2,7,0,1964,384,68,0,1,2010
120,40,4671,18,8,5,1988,1989,3,3,0,2,0,767,461,1228,1228,0,1228,2,5,2,1988,472,168,120,10,2008
190,60,9873,8,4,5,1970,1970,3,3,160,3,1,789,171,960,960,0,960,3,6,0,1970,576,0,288,5,2006
60,0,13517,9,6,8,1976,2005,3,4,289,0,0,533,192,725,725,754,1479,3,6,0,1976,475,0,44,3,2010
20,78,10140,6,6,5,1974,1974,3,3,174,0,2,0,1064,1064,1350,0,1350,3,7,1,1974,478,0,0,8,2009
70,60,10800,7,7,8,1890,1998,2,0,0,0,2,0,718,718,1576,978,2554,3,8,0,1996,704,0,48,7,2007
20,80,10000,6,5,6,1973,2000,3,3,0,0,4,1084,92,1176,1178,0,1178,3,5,3,1973,439,224,0,11,2008
60,96,10542,3,7,5,1993,1994,2,11,651,1,0,1173,138,1311,1325,1093,2418,3,9,1,1993,983,250,154,8,2008
20,69,9920,0,5,6,1969,1969,3,4,0,1,1,523,448,971,971,0,971,3,5,5,1969,300,0,0,5,2006
120,0,6563,18,8,5,1985,1985,3,3,0,1,0,1148,594,1742,1742,0,1742,2,5,1,1985,564,114,28,12,2006
120,0,4426,0,6,5,2004,2004,0,0,169,3,0,662,186,848,848,0,848,1,3,0,2004,420,160,0,5,2010
20,70,8120,11,4,7,1970,1970,1,1,0,0,1,191,673,864,864,0,864,3,5,0,1994,463,0,0,7,2009
50,60,8172,15,4,6,1954,1972,1,1,0,0,2,0,941,941,997,473,1470,4,7,0,1958,548,0,0,5,2008
20,86,13286,15,9,5,2007,2008,6,6,340,0,0,1234,464,1698,1698,0,1698,3,8,2,2007,768,327,64,2,2009
20,60,6960,11,4,6,1970,1970,3,4,0,0,1,375,250,864,864,0,864,3,5,0,1989,660,96,0,11,2009
20,0,21695,2,6,9,1988,2007,2,4,260,0,0,808,72,880,1680,0,1680,3,5,2,1988,540,292,44,12,2009
20,64,7314,0,7,5,2007,2007,0,0,82,3,0,724,508,1232,1232,0,1232,2,6,0,2007,632,132,0,2,2009
90,85,11475,11,5,5,1958,1958,0,0,95,0,2,0,1584,1584,1776,0,1776,4,9,0,1968,888,0,25,7,2009
30,52,6240,13,4,5,1925,1950,1,1,0,0,4,152,628,780,848,0,1208,2,5,0,1962,539,0,23,1,2009
120,39,5389,18,8,5,1995,1996,6,6,0,0,0,1180,415,1595,1616,0,1616,2,5,1,1995,608,237,152,3,2010
80,73,9590,16,7,5,2003,2003,0,0,442,3,0,786,82,868,1146,0,1146,3,6,2,2003,438,160,22,5,2007
60,75,11404,0,7,5,1998,1999,0,0,202,3,1,252,901,1153,1153,878,2031,3,8,1,1998,541,192,84,7,2008
20,80,10000,9,5,6,1961,1983,3,3,0,0,4,594,270,864,1144,0,1144,3,6,1,1961,264,165,0,3,2009
20,0,8978,9,5,5,1968,1968,7,4,0,0,2,0,948,948,948,0,948,3,6,0,1968,300,147,0,5,2007
75,60,10800,7,7,7,1914,1970,2,5,0,2,3,390,490,880,880,888,1768,2,6,1,1914,320,0,341,10,2006
90,60,8544,11,3,4,1950,1950,9,13,0,4,5,0,0,0,1040,0,1040,2,6,0,1949,400,0,0,7,2006
60,72,10463,17,8,5,2005,2005,0,0,0,0,2,0,893,893,901,900,1801,3,8,2,2005,800,0,116,6,2006
90,60,10800,15,5,5,1987,1988,7,4,0,1,0,1200,0,1200,1200,0,1200,3,5,0,0,0,120,0,3,2009
60,65,9313,0,7,5,2004,2004,0,0,0,0,2,0,864,864,864,864,1728,3,7,0,2004,572,187,56,4,2009
70,60,9600,7,5,7,1910,2002,2,2,0,0,2,0,264,264,768,664,1432,2,7,0,1910,360,270,0,5,2007
20,65,6768,9,6,8,1961,1996,3,3,0,2,0,832,80,912,912,0,912,3,5,0,1962,288,168,0,5,2008
20,65,8450,12,7,5,2000,2001,0,0,108,0,2,0,1349,1349,1349,0,1349,3,6,0,2000,539,120,55,12,2007
80,70,12886,9,5,6,1963,1999,3,3,0,3,1,444,76,520,1464,0,1464,3,6,1,1997,480,302,0,10,2009
120,41,5395,18,8,5,1993,1993,3,3,0,0,0,733,604,1337,1337,0,1337,2,5,1,1993,462,96,0,10,2008
60,0,8963,6,8,9,1976,1996,0,0,289,0,0,575,487,1142,1175,1540,2715,4,11,1,1994,831,0,204,7,2008
60,0,8795,17,7,5,2000,2000,0,0,0,0,0,300,652,952,980,1276,2256,4,8,1,2000,554,224,54,4,2009
70,65,11700,7,7,7,1880,2003,9,8,0,0,2,0,1240,1240,1320,1320,2640,4,8,2,1950,864,181,0,5,2009
20,59,10593,3,7,5,1996,1996,0,0,338,0,0,919,801,1720,1720,0,1720,3,7,1,1996,527,240,56,3,2010
50,50,8405,15,4,3,1945,1950,5,2,0,4,5,0,0,0,1088,441,1529,4,9,0,1945,240,92,0,4,2009
50,55,8800,7,4,7,1910,2004,2,5,0,0,2,0,576,576,792,348,1140,3,7,0,0,0,0,160,6,2010
60,0,7750,17,7,5,2003,2003,0,0,0,0,2,0,660,660,660,660,1320,3,6,0,2003,400,0,48,8,2007
20,79,9236,0,6,5,1997,1997,0,0,0,1,0,1200,279,1479,1494,0,1494,3,6,0,1997,576,168,27,7,2006
60,80,10240,10,8,5,2005,2005,0,0,178,2,2,0,1030,1030,1038,1060,2098,3,8,2,2005,878,192,52,3,2006
20,61,7930,11,6,8,1969,2005,7,4,0,0,0,439,115,1026,1026,0,1026,3,5,0,1969,440,171,48,7,2009
160,34,3230,5,6,5,1999,1999,1,1,894,0,0,381,348,729,742,729,1471,3,6,0,1999,440,0,24,3,2009
60,68,10769,0,8,5,2007,2007,0,0,0,3,0,20,846,866,866,902,1768,3,7,0,2007,578,144,105,4,2009
60,0,11616,9,6,5,1978,1978,3,3,328,2,3,438,234,672,672,714,1386,3,6,1,1978,440,335,0,4,2010
160,24,2280,5,7,5,1999,1999,1,1,360,0,1,549,195,744,757,744,1501,3,6,0,1999,440,0,0,8,2008
60,65,12257,3,8,5,1995,1995,0,0,513,3,6,56,1198,1318,1328,1203,2531,4,9,1,1995,752,222,98,11,2007
20,70,9100,11,6,6,1959,1959,2,5,0,0,3,612,252,864,864,0,864,2,5,0,2008,300,0,0,10,2009
30,60,6911,8,5,5,1924,1950,2,5,0,2,6,405,740,1145,1301,0,1301,2,5,0,1965,440,0,0,10,2009
60,72,8640,5,7,5,2009,2009,0,0,0,2,0,24,732,756,764,783,1547,3,7,0,2009,614,169,45,6,2010
60,82,9430,3,8,5,1999,1999,0,0,673,2,0,1163,89,1252,1268,1097,2365,3,8,2,1999,856,0,128,7,2009
120,30,9549,1,8,5,1995,1996,4,7,0,3,6,437,0,1494,1494,0,1494,2,6,2,1995,481,0,30,4,2006
20,75,14587,5,9,5,2008,2008,0,0,284,0,2,0,1498,1498,1506,0,1506,2,6,2,2008,592,0,174,8,2008
60,80,10421,6,7,5,1988,1988,3,3,42,0,0,394,586,980,980,734,1714,3,7,1,1988,496,228,66,3,2010
50,75,12508,4,6,7,1940,1985,0,0,0,2,1,660,323,983,983,767,1750,4,7,0,1989,423,245,0,7,2008
20,70,9100,0,7,5,2004,2005,0,0,0,0,0,24,1836,1860,1836,0,1836,3,8,2,2004,484,120,33,10,2006
60,47,53504,18,8,5,2003,2003,6,2,603,1,1,1416,234,1650,1690,1589,3279,4,12,2,2003,841,503,36,6,2010
85,0,7252,9,5,5,1982,1982,2,5,0,3,0,685,173,858,858,0,858,2,5,0,1983,576,120,0,4,2009
20,67,8877,15,4,5,1951,1951,2,5,0,0,6,836,0,836,1220,0,1220,2,6,0,1951,396,0,0,4,2006
80,94,7819,15,6,5,1976,1976,7,4,0,3,1,422,480,1029,1117,0,1117,3,6,1,1976,672,144,0,3,2010
20,70,10150,11,5,5,1958,1958,2,5,1,0,3,456,456,912,912,0,912,2,5,0,1958,275,0,0,7,2007
20,110,14226,10,8,5,2006,2006,0,0,375,3,2,0,1935,1935,1973,0,1973,3,9,2,2006,895,315,45,7,2007
120,32,4500,4,6,5,1998,1998,0,0,320,0,0,866,338,1204,1204,0,1204,2,5,0,1998,412,0,247,6,2009
20,86,11210,0,7,5,2005,2006,0,0,240,3,0,20,1594,1614,1614,0,1614,3,7,0,2005,865,144,59,7,2006
20,100,13350,9,5,5,1974,1974,3,4,0,0,1,762,102,864,894,0,894,3,5,3,1974,440,241,0,6,2006
90,60,8400,12,5,5,1977,1977,7,4,320,4,5,0,0,0,2020,0,2020,4,10,1,1977,630,0,0,10,2007
90,78,10530,4,6,5,1977,1977,7,11,90,1,0,975,0,975,1004,0,1004,2,4,0,1977,504,0,0,5,2006
20,63,7875,17,7,5,1995,1996,3,3,38,0,2,0,1237,1237,1253,0,1253,3,6,1,1995,402,220,21,6,2007
60,65,7153,12,6,5,1992,1992,0,0,0,0,1,387,374,761,810,793,1603,3,7,0,1992,484,0,124,7,2006
20,67,16285,0,7,5,2001,2002,0,0,0,0,2,0,1413,1413,1430,0,1430,3,6,0,2001,605,0,33,6,2009
85,0,9101,4,5,6,1978,1978,7,4,104,3,0,1097,0,1097,1110,0,1110,1,4,1,1978,602,303,30,7,2009
75,35,6300,7,6,6,1914,2001,2,2,0,0,2,0,742,742,742,742,1484,3,9,2,0,0,0,291,6,2008
20,0,9790,6,6,5,1967,1967,4,5,0,0,3,251,491,1372,1342,0,1342,3,7,2,1967,457,0,0,9,2009
50,60,10800,7,5,6,1915,1950,1,1,0,0,6,686,0,686,966,686,1652,4,7,0,1961,416,0,0,6,2010
60,76,10142,12,7,5,2004,2004,0,0,0,0,0,656,300,956,956,1128,2084,4,8,0,2004,618,0,45,1,2010
20,50,6000,7,4,7,1954,2000,1,1,0,0,2,0,901,901,901,0,901,2,4,0,1954,281,0,0,8,2008
60,0,12205,19,6,8,1966,2007,3,3,157,1,6,568,264,832,976,1111,2087,5,9,0,1966,444,133,168,7,2007
120,43,3182,21,7,5,2005,2006,0,0,11,0,0,16,1129,1145,1145,0,1145,2,5,2,2005,397,100,16,9,2009
80,0,11333,4,6,5,1976,1976,3,3,0,3,1,539,490,1029,1062,0,1062,3,5,1,1976,539,120,0,5,2007
60,92,9920,3,7,5,1996,1997,1,1,0,3,0,862,255,1117,1127,886,2013,3,8,1,1997,455,180,130,6,2007
20,76,9158,5,8,5,2007,2007,6,6,140,3,2,0,1496,1496,1496,0,1496,3,7,0,2007,474,168,130,6,2007
60,0,10832,17,7,5,1994,1996,1,1,0,0,2,0,712,712,1086,809,1895,3,7,1,1994,409,143,46,10,2008
60,70,8400,12,6,6,1980,1981,3,3,130,0,2,0,650,650,888,676,1564,3,7,1,1980,476,0,50,4,2010
20,71,8197,9,6,5,1977,1977,7,4,148,0,2,0,660,660,1285,0,1285,3,7,1,1977,528,138,0,4,2007
20,57,7677,11,5,5,1953,1953,0,0,0,0,4,570,203,773,773,0,773,2,4,0,1953,240,0,0,4,2008
60,104,13518,10,9,5,2008,2009,0,0,860,0,2,0,1926,1926,1966,1174,3140,4,11,2,2009,820,144,78,7,2009
50,60,7200,23,5,7,1937,1950,2,5,252,0,1,569,162,731,981,787,1768,3,7,1,1939,240,0,0,6,2007
60,79,12798,19,6,5,1997,1997,0,0,0,1,0,462,154,616,616,1072,1688,4,8,0,1997,603,403,114,5,2008
30,40,4800,13,4,7,1916,1990,1,1,0,0,6,197,999,1196,1196,0,1196,2,5,0,1957,440,0,0,7,2007
60,63,8199,0,7,5,2005,2005,5,2,0,3,0,648,80,728,728,728,1456,3,7,2,2005,410,36,18,10,2008
60,107,13891,10,9,5,2008,2009,0,0,424,1,2,0,1734,1734,1734,1088,2822,4,12,2,2009,1020,52,170,1,2009
20,75,9000,11,5,5,1954,1954,2,5,0,0,6,812,124,936,1128,0,1128,2,5,0,1954,286,0,0,6,2006
20,91,12274,5,7,5,2008,2008,0,0,256,0,2,0,1417,1417,1428,0,1428,3,6,0,2008,554,0,60,7,2008
80,75,9750,11,5,5,1967,1967,0,0,0,3,1,400,100,980,980,0,980,3,6,0,1967,384,68,0,10,2006
70,144,21384,8,5,6,1923,2004,2,5,0,1,0,1309,15,1324,1072,504,1576,3,6,1,1923,528,0,312,5,2009
80,85,13400,11,5,5,1966,1966,0,0,1047,3,1,516,380,1024,1086,0,1086,3,6,2,1966,484,0,0,6,2006
75,90,8100,7,5,5,1898,1965,8,9,0,0,2,0,849,849,1075,1063,2138,2,11,0,1910,360,40,156,11,2009
20,78,10140,6,6,6,1974,1999,3,3,99,0,1,663,0,1040,1309,0,1309,3,5,3,1974,484,265,0,1,2006
120,0,4438,0,6,5,2004,2004,0,0,169,1,0,662,186,848,848,0,848,1,4,2,2004,420,140,0,6,2008
20,66,8712,13,5,5,1952,1952,2,5,0,3,2,0,540,540,1044,0,1044,2,4,0,1952,504,0,0,6,2010
20,75,9750,11,6,6,1958,1958,1,1,243,0,3,608,834,1442,1442,0,1442,4,7,0,1958,301,0,0,4,2007
50,45,8248,15,5,7,1918,1950,9,8,0,0,2,0,686,686,686,564,1250,3,7,0,1955,280,207,0,7,2006
20,48,12137,0,7,5,1998,1998,0,0,442,0,2,0,1649,1649,1661,0,1661,3,6,0,1998,598,0,34,5,2010
20,0,11425,11,5,6,1954,1954,4,7,0,0,4,486,522,1008,1008,0,1008,2,4,2,1954,275,0,0,7,2006
20,0,13265,4,8,5,2002,2002,6,6,148,0,0,1218,350,1568,1689,0,1689,3,7,2,2002,857,150,59,7,2008
80,80,8816,19,6,7,1971,1971,3,3,80,3,0,504,506,1010,1052,0,1052,3,6,0,1971,440,0,0,6,2010
120,44,6371,10,7,5,2009,2010,0,0,128,2,0,733,625,1358,1358,0,1358,2,6,2,2010,484,192,35,6,2010
60,72,7226,0,7,5,2003,2003,0,0,0,0,2,0,798,798,798,842,1640,3,6,0,2003,595,0,45,6,2008
20,60,6000,7,4,4,1953,1953,1,1,0,0,2,0,936,936,936,0,936,2,4,0,1974,576,0,32,2,2009
60,0,12394,17,7,5,2003,2003,0,0,0,1,2,0,847,847,847,886,1733,3,7,2,2003,433,100,48,10,2007
50,60,9900,23,6,7,1940,1950,0,0,0,0,2,0,778,778,944,545,1489,3,7,2,1940,240,335,0,7,2009
20,81,11216,5,8,5,2006,2006,0,0,0,0,2,0,1489,1489,1489,0,1489,3,7,2,2006,776,0,140,6,2006
20,114,14803,10,10,5,2007,2008,6,6,816,3,0,1636,442,2078,2084,0,2084,2,7,2,2007,1220,188,45,6,2008
45,50,6130,8,5,6,1924,1950,1,1,0,0,1,784,0,784,784,0,784,2,5,0,0,0,0,0,5,2008
20,65,8529,12,7,5,2001,2001,0,0,0,0,0,20,1434,1454,1434,0,1434,3,6,1,2001,527,290,39,4,2009
60,0,28698,19,5,5,1967,1967,7,4,0,1,6,249,0,1013,1160,966,2126,3,7,0,1967,538,486,0,6,2009
160,24,2544,5,7,5,2005,2005,1,1,0,0,2,0,600,600,520,623,1223,2,4,0,2005,480,0,166,7,2006
20,80,11900,11,6,5,1957,1957,3,3,387,0,3,1040,352,1392,1392,0,1392,3,6,2,1957,458,0,0,6,2008
160,30,3180,5,7,5,2005,2005,1,1,0,0,2,0,600,600,520,600,1200,2,4,0,2005,480,0,166,6,2006
60,44,9548,0,7,6,2003,2003,0,0,223,0,0,483,458,941,941,888,1829,3,7,1,2003,613,192,39,1,2010
20,100,10004,11,6,6,1964,1964,3,4,180,0,3,196,975,1516,1516,0,1516,3,6,0,1964,472,0,0,2,2009
20,75,7875,11,5,6,1961,1961,0,0,136,0,3,572,572,1144,1144,0,1144,3,6,0,1961,456,0,0,9,2008
20,60,9600,9,4,7,1950,1995,0,3,0,0,4,442,625,1067,1067,0,1067,2,4,0,1996,436,290,0,2,2010
30,90,8100,7,5,6,1948,1973,0,0,0,0,3,338,1221,1559,1559,0,1559,2,5,0,1948,812,0,116,6,2007
160,21,1680,22,6,5,1973,1973,3,3,158,0,4,330,153,483,483,504,987,2,5,0,1973,264,0,0,11,2008
20,75,9525,0,5,6,1995,2006,0,0,0,0,2,0,1099,1099,1099,0,1099,3,6,0,1999,352,278,0,6,2008
50,70,11767,15,5,6,1946,1995,1,1,0,0,4,352,416,768,768,432,1200,3,6,0,1946,240,0,0,5,2008
70,0,12155,23,6,8,1925,1950,2,5,0,0,4,156,516,672,810,672,1482,4,7,0,1934,400,0,0,3,2008
70,60,10440,7,5,8,1904,2002,1,1,0,0,2,0,650,650,958,581,1539,3,8,5,1983,686,70,78,6,2008
80,82,9020,11,6,7,1966,1966,3,3,183,1,3,312,276,1127,1165,0,1165,3,6,0,1966,490,0,129,5,2008
90,80,8000,11,5,4,1961,1961,4,7,0,0,2,0,1800,1800,1800,0,1800,6,10,0,0,0,0,0,7,2007
50,100,12665,7,5,8,1915,1950,2,5,0,2,2,0,876,876,876,540,1416,4,7,2,1949,720,418,0,6,2008
85,0,16647,9,5,5,1975,1981,3,3,0,1,1,1390,0,1390,1701,0,1701,3,6,1,1975,611,0,0,1,2007
60,75,9317,12,7,5,1993,1993,3,3,137,0,1,513,227,740,1006,769,1775,3,7,1,1993,425,234,72,7,2009
20,36,15523,0,5,6,1972,1972,3,4,0,3,4,460,404,864,864,0,864,3,5,3,1972,338,0,0,8,2009
50,75,45600,19,6,8,1908,1997,2,5,0,0,2,0,907,907,1307,1051,2358,5,10,2,1908,360,486,40,9,2008
80,80,9600,1,6,7,1976,1994,7,4,360,0,2,0,528,528,1094,761,1855,3,7,1,1976,512,113,100,8,2007
120,36,4435,0,6,5,2003,2003,0,0,170,3,0,659,189,848,848,0,848,1,3,0,2003,420,140,0,11,2007
120,0,3196,21,8,5,2003,2003,0,0,40,1,2,0,1273,1273,1456,0,1456,2,7,1,2003,400,143,20,5,2006
75,53,7128,2,7,5,1941,1950,1,1,0,0,3,364,554,918,918,728,1646,4,7,2,1941,240,0,0,8,2007
80,0,12095,11,6,6,1964,1964,1,3,115,1,3,564,563,1127,1445,0,1445,3,7,3,1964,645,180,0,8,2009
20,102,17920,9,5,4,1955,1974,2,4,0,2,1,306,372,1763,1779,0,1779,3,6,2,1955,454,0,418,7,2006
20,0,6897,9,5,8,1962,2010,3,3,0,0,1,659,381,1040,1040,0,1040,3,6,0,1962,260,0,104,4,2010
80,0,10970,0,6,6,1978,1978,7,3,0,1,0,505,0,940,1026,0,1026,3,5,0,1981,576,0,0,10,2008
60,65,8125,17,6,5,1994,1995,3,3,0,0,2,0,702,702,702,779,1481,3,6,1,1994,343,0,36,3,2009
20,80,10400,6,7,5,1976,1976,3,3,189,0,2,0,1090,1090,1370,0,1370,3,6,1,1976,479,0,0,6,2009
60,0,11029,6,6,7,1968,1984,3,3,220,2,4,619,435,1054,1512,1142,2654,4,9,2,1968,619,0,65,8,2006
50,55,7642,2,7,8,1918,1998,2,5,0,0,2,0,912,912,912,514,1426,3,7,2,1925,216,0,240,6,2007
190,75,11625,9,5,4,1965,1965,7,3,0,2,4,841,198,1039,1039,0,1039,3,6,0,1965,504,0,0,4,2010
20,81,9672,12,6,5,1984,1985,3,4,0,0,0,338,702,1040,1097,0,1097,3,6,0,1986,480,0,0,5,2010
20,70,7931,11,5,5,1959,1959,4,4,0,0,4,1148,0,1148,1148,0,1148,3,6,0,1959,672,0,0,7,2009
20,72,8640,5,7,5,2007,2008,0,0,0,0,2,0,1372,1372,1372,0,1372,3,6,0,2008,529,0,140,5,2008
20,0,8750,11,5,6,1970,1970,1,1,76,0,4,828,174,1002,1002,0,1002,3,5,0,1973,902,0,0,8,2009
